date, pm25, pm10, o3, no2, so2
2014/10/29, 67, 31, 12, 4, 8
2014/10/30, 61, 35, 15, 5, 
2014/10/31, 57, 27, 20, 4, 
2014/11/1, 52, 22, 22, 6, 
2014/11/2, 55, 24, 20, 4, 
2014/11/4, 27, 10, 22, 3, 
2014/11/5, 10, 11, 19, 4, 
2014/11/6, 28, 13, 17, 4, 1
2014/11/7, 38, 13, 19, 4, 
2014/11/8, 26, 13, 18, 3, 6
2014/11/9, 23, 17, 23, 3, 
2014/11/10, 17, 10, 21, 3, 
2014/11/11, 25, 12, 20, 4, 
2014/11/12, 23, 18, 22, 1, 
2014/11/13, 44, 20, 21, 3, 3
2014/11/14, 34, 21, 19, 1, 12
2014/11/15, 21, 15, , 2, 
2014/11/17, 23, 10, , 3, 
2014/11/18, 37, 14, 17, 9, 4
2014/11/19, 44, , 19, 6, 
2014/11/20, 46, 21, 23, 3, 1
2014/11/21, 66, 29, 22, 6, 
2014/11/22, 67, 35, 25, 6, 
2014/11/23, 78, 48, , 5, 
2014/11/24, 99, 50, , 5, 3
2014/11/25, 19, 10, 26, 5, 1
2014/11/27, 38, 17, 30, 5, 5
2014/12/3, 19, , 23, 7, 
2014/12/4, 39, 18, 21, 8, 
2014/12/5, 48, 20, 24, 7, 
2014/12/6, 44, 17, 21, 9, 
2014/12/7, 40, 19, 26, 5, 
2014/12/8, 35, 11, 15, 4, 
2014/12/9, 20, 4, 27, 5, 
2014/12/10, 39, 12, 23, 7, 
2014/12/11, 32, 10, 23, 10, 
2014/12/12, 73, 17, 22, 14, 
2014/12/13, 58, 18, 19, 10, 
2014/12/14, 34, 18, 33, 1, 
2014/12/15, 23, 10, 28, 3, 1
2014/12/16, 24, 11, 21, 6, 1
2014/12/17, 32, 6, 26, 5, 4
2014/12/18, 25, 10, 23, 6, 2
2014/12/19, 46, 17, 22, 9, 9
2014/12/20, 53, 16, 21, 6, 5
2014/12/21, 48, 13, 22, 8, 2
2014/12/22, 55, 20, 22, 7, 4
2014/12/23, 58, 20, 20, 3, 4
2014/12/24, 53, 18, 22, 6, 1
2014/12/26, 61, 22, 26, 3, 
2014/12/27, 53, 13, 25, 6, 1
2014/12/28, 54, 15, 22, 6, 
2014/12/29, 81, 27, 25, 3, 1
2014/7/1, 30, 13, 24, 3, 3
2014/7/3, 51, 19, 40, 2, 
2014/7/4, 55, 20, 35, 4, 
2014/7/5, 42, 5, 12, 1, 
2014/7/6, 22, , 24, 1, 
2014/7/8, 38, 16, 40, 2, 
2014/7/9, 31, 28, 36, 2, 
2014/7/10, 57, 24, 47, 3, 
2014/7/11, 62, , 36, 2, 1
2014/7/13, 56, 17, 33, 5, 
2014/7/14, 55, 19, 49, 3, 1
2014/7/15, 55, 28, 40, 2, 
2014/7/16, 68, 26, 38, 4, 
2014/7/17, 60, 20, 20, 3, 
2014/7/24, 51, 20, 40, 2, 
2014/7/25, 54, 34, 42, 2, 1
2014/7/26, 72, 31, 44, 1, 
2014/7/27, 68, 18, 38, 3, 
2014/7/28, 49, 22, 37, 2, 
2014/7/29, 58, 25, 33, 1, 
2014/7/30, 53, 21, 33, 2, 
2014/7/31, 56, 18, 30, 3, 
2014/8/1, 48, 8, 20, 2, 
2014/8/2, 19, 9, 23, 2, 
2014/8/3, 19, , 29, 1, 
2014/8/5, 34, 10, 28, 3, 
2014/8/6, 23, 10, 18, 1, 
2014/8/7, 34, 9, 25, 3, 
2014/8/10, 5, 9, 28, 3, 
2014/8/11, 25, 14, 29, 3, 
2014/8/12, 27, 11, 35, 3, 
2014/8/13, 32, 16, 38, 2, 
2014/8/14, 37, 17, 43, 2, 
2014/8/15, 52, 12, 39, 3, 
2014/8/16, 37, 27, 30, 3, 
2014/8/17, 57, , 26, 5, 
2014/8/19, 656, 17, 37, 2, 1
2014/8/20, 53, 14, 27, 4, 
2014/8/21, 30, 10, 29, 3, 
2014/8/22, 19, 10, 30, 4, 
2014/8/23, 32, 15, 40, 3, 1
2014/8/24, 43, , 32, 4, 1
2014/8/26, 53, 14, 27, 4, 
2014/8/27, 34, 13, 28, 2, 
2014/8/28, 34, 10, 36, 2, 
2014/8/29, 26, 14, 33, 2, 
2014/4/1, 57, 9, 42, 3, 
2014/4/2, 25, 10, 37, 3, 
2014/4/3, 31, 26, 45, 5, 
2014/4/4, 35, 16, 35, 1, 
2014/4/5, 22, , 18, 4, 
2014/4/7, 31, 18, 42, 7, 
2014/4/8, 51, 14, 38, 4, 
2014/4/9, 30, 25, 47, 3, 
2014/4/10, 62, 30, 42, 3, 
2014/4/11, 67, , 31, 3, 8
2014/4/14, 46, 38, 36, 2, 
2014/4/15, 82, 26, 34, 4, 
2014/4/16, 65, 25, 39, 3, 1
2014/4/17, 70, 26, 38, 2, 5
2014/4/18, 63, 42, 32, 1, 1
2014/4/19, 45, 8, 34, 1, 1
2014/4/20, 19, 15, 33, 3, 1
2014/4/21, 17, 9, 34, 3, 1
2014/4/22, 33, 7, 33, 2, 4
2014/4/23, 17, 10, 40, 3, 1
2014/4/24, 21, 10, 38, 2, 
2014/4/25, 25, , 34, 2, 
2014/4/26, 17, 7, 35, 1, 
2014/4/27, 23, 11, 29, 3, 2
2014/4/28, 18, 9, 34, 3, 
2014/4/29, 24, 13, 33, 3, 3
2014/4/30, 37, 9, 30, 2, 1
2014/5/1, 28, 12, 34, 3, 1
2014/5/2, 30, 15, 40, 3, 2
2014/5/3, 44, 10, 43, 1, 
2014/5/4, 28, 12, 46, 4, 3
2014/5/5, 39, 20, 52, 4, 
2014/5/6, 49, 15, 40, 3, 
2014/5/7, 37, 13, 39, 2, 2
2014/5/8, 46, , 24, 3, 1
2014/5/10, 46, 12, 38, 1, 
2014/5/11, 35, 13, 43, 3, 
2014/5/12, 35, 18, 30, 1, 1
2014/5/13, 46, 31, 44, 3, 
2014/5/14, 60, 29, 45, 2, 1
2014/5/15, 53, 25, 43, 2, 
2014/5/16, 50, 20, 55, 1, 
2014/5/17, 48, 21, 52, 2, 
2014/5/18, 50, 19, 48, 1, 4
2014/5/19, 51, 10, 41, 2, 1
2014/5/20, 35, 15, 45, 1, 1
2014/5/21, 28, 11, 34, 2, 1
2014/5/22, 21, , 30, 4, 1
2014/5/24, 19, 10, 41, , 2
2014/5/25, 26, 10, 43, 1, 1
2014/5/26, 18, 10, 36, 2, 1
2014/5/27, 25, 8, 31, 2, 
2014/5/28, 18, , 27, 2, 1
2014/5/30, 22, , 33, 1, 
2014/6/1, 41, 17, 43, 2, 3
2014/6/2, 42, 25, 32, 4, 
2014/6/3, 32, 10, 35, 2, 1
2014/6/4, 26, 12, 38, 2, 1
2014/6/5, 40, 8, 26, 1, 1
2014/6/6, 15, 7, 34, 1, 1
2014/6/7, 18, 13, 35, 1, 
2014/6/8, 23, 9, 33, 1, 
2014/6/9, 29, 10, 33, 2, 3
2014/6/10, 20, 15, 42, 2, 5
2014/6/11, 43, 23, 49, 6, 
2014/6/12, 61, , 25, 12, 
2014/6/14, 70, 26, 55, 3, 
2014/6/15, 58, , 39, 1, 2
2014/6/17, 68, 31, 37, 1, 
2014/6/18, 67, , 25, 3, 
2014/6/22, 31, 13, 29, 1, 1
2014/6/23, 39, 9, 34, 2, 3
2014/6/24, 34, 25, 35, 3, 
2014/6/25, 66, 14, 30, 2, 
2014/6/26, 37, 10, 29, 2, 3
2014/6/27, 47, 10, 21, 2, 1
2014/6/28, 29, 9, 30, 1, 3
2014/6/29, 32, 12, 31, 2, 
2014/6/30, 27, 10, 19, 2, 
2014/2/1, 31, 7, 31, 3, 
2014/2/2, 16, 14, 30, 4, 
2014/2/3, 36, 16, 34, 5, 
2014/2/4, 33, 19, 35, 2, 
2014/2/5, 49, 27, 32, 1, 
2014/2/6, 46, 17, 32, 1, 
2014/2/7, 17, 21, 31, 4, 
2014/2/8, 34, 18, 34, 1, 
2014/2/9, 25, 68, 29, 1, 
2014/2/10, 56, 23, 31, 5, 
2014/2/11, 54, 22, 34, 2, 
2014/2/12, 51, 14, 23, 2, 
2014/2/13, 37, 15, 22, 2, 
2014/2/14, 48, 18, 22, 2, 
2014/2/15, 32, 12, 29, 4, 
2014/2/16, 26, 11, 30, 2, 
2014/2/17, 40, 10, 36, 6, 
2014/2/18, 41, 14, 30, 4, 
2014/2/19, 37, 14, 32, 4, 1
2014/2/20, 43, 11, 28, 3, 
2014/2/21, 34, 9, 31, 5, 1
2014/2/22, 34, 15, 34, 3, 
2014/2/23, 46, 11, 39, 2, 3
2014/2/24, 33, 12, 31, 3, 6
2014/2/25, 35, 19, 31, 6, 
2014/2/26, 54, 28, 31, 5, 
2014/2/27, 74, 28, 31, 4, 1
2014/2/28, 66, 10, 33, 3, 1
2014/3/1, 34, 10, 29, 1, 1
2014/3/2, 26, 9, 24, 1, 1
2014/3/3, 24, 15, 37, 3, 3
2014/3/4, 30, 26, 31, 3, 
2014/3/5, 60, 9, 25, 3, 3
2014/3/6, 39, 16, 27, 4, 7
2014/3/7, 42, 19, , 4, 
2014/3/8, 56, 17, , 2, 2
2014/3/9, 43, 35, , 2, 
2014/3/10, 61, 21, , 4, 1
2014/3/11, 54, , , 2, 3
2014/3/14, 70, 25, , 4, 
2014/3/15, 63, 14, , 3, 1
2014/3/16, 50, 20, 35, 3, 
2014/3/17, 56, 27, 47, 8, 
2014/3/18, 64, 26, 41, 6, 1
2014/3/19, 70, 25, 44, 4, 
2014/3/20, 68, 27, 39, 4, 
2014/3/21, 68, 26, 40, 3, 1
2014/3/22, 63, 10, 27, 2, 
2014/3/23, 21, 11, 36, 2, 3
2014/3/24, 29, 11, 34, 3, 
2014/3/25, 42, 20, 37, 3, 
2014/3/26, 51, 19, 38, 3, 
2014/3/27, 40, 19, 39, 2, 3
2014/3/28, 48, 7, 40, 3, 1
2014/3/29, 31, 9, 42, 3, 
2014/3/30, 27, 16, 33, 2, 1
2014/3/31, 50, 28, 40, 1, 
2023/4/2, , 3, 27, 3, 
2023/1/12, , 4, , 6, 
2023/2/1, , 7, 7, 12, 
2023/2/6, , 7, 15, 4, 
2023/2/15, , 10, 9, 10, 
2023/2/22, , 22, 16, 3, 
2023/2/27, , 3, 20, 3, 
2023/3/15, , 10, 14, 4, 
2023/3/19, , 8, 16, 2, 
2022/12/15, , 8, 9, 3, 
2022/8/21, , 17, 19, 3, 
2022/9/19, , 21, 19, 3, 
2022/4/25, , 7, 29, 3, 
2022/5/22, , 17, 24, 2, 
2022/1/16, , 17, 25, 3, 
2021/4/12, , 14, 30, 1, 
2021/4/13, , 22, 28, 2, 
2021/4/14, , 20, 32, 1, 
2021/4/15, , 10, 30, 1, 
2021/4/16, , 14, 33, 1, 
2021/4/17, , 12, 36, 1, 
2021/4/18, , 10, 33, 2, 
2021/4/19, , 7, 29, 1, 
2021/4/20, , 4, 25, 1, 
2021/5/7, , 11, 21, , 
2021/6/2, , 11, 26, 1, 
2021/6/5, , 16, 23, 4, 
2021/6/11, , 14, 25, 1, 
2021/1/24, , 12, 11, 2, 
2020/12/31, , 9, 12, 4, 
2020/7/9, , 17, 35, 3, 
2020/7/16, , 14, 34, 2, 
2020/7/17, , 20, 26, 1, 
2020/7/18, , 13, 26, 2, 
2020/8/1, , 10, , , 
2020/8/2, , 9, , 1, 
2020/8/3, , 8, , , 
2020/8/4, , 15, , , 
2020/8/5, , 17, , , 
2020/8/6, , 17, , , 
2020/8/8, , 13, , , 
2020/8/9, , 14, , , 
2020/8/10, , 24, , , 
2020/8/11, , 10, , , 
2020/8/12, , 10, , , 
2020/8/13, , 11, 23, 2, 
2020/8/14, , 6, 22, 1, 
2020/4/7, , 17, 37, 2, 
2020/4/8, , 30, 41, 3, 
2020/4/10, , 6, 33, 1, 
2020/4/12, , 9, 36, , 
2020/5/3, , 18, 32, , 
2020/5/4, , 13, 37, , 
2020/5/5, , 9, 31, 1, 
2020/5/27, , 17, 44, 1, 
2020/5/28, , 19, 47, 1, 
2020/5/29, , 11, 47, 1, 
2020/5/30, , 19, 39, 1, 
2020/6/15, , 4, 23, , 
2019/10/31, , 26, 19, 4, 
2019/11/18, , 10, 28, 5, 
2019/11/22, , 42, 29, 2, 
2019/11/23, , 28, 31, 3, 
2019/11/24, , 28, 31, 4, 
2019/11/25, , 275, 23, 4, 
2019/12/4, , 9, 15, 3, 
2019/12/5, , 8, 20, 7, 
2019/12/6, , 28, 22, 6, 
2019/12/7, , 13, 24, 7, 
2019/12/8, , 18, 28, 7, 
2019/12/9, , 40, 10, 3, 
2019/12/10, , 30, 9, 9, 
2019/12/11, , 10, 27, 7, 
2019/12/12, , 13, 28, 4, 
2019/12/13, , 75, 28, 3, 
2019/12/14, , 27, 29, 5, 
2019/12/15, , 11, 29, 3, 
2019/12/16, , 25, 31, , 
2019/12/17, , 7, 29, 7, 
2019/12/18, , 30, 28, 4, 
2019/8/14, , 15, 26, 4, 
2019/8/15, , 12, 24, 4, 
2019/8/16, , 13, 22, 6, 
2019/8/17, , 10, 20, 3, 
2019/8/18, , 10, 30, 3, 
2019/8/19, , 14, 31, 4, 
2019/8/20, , 19, 37, 7, 
2019/8/21, , 22, 33, 6, 
2019/8/22, , 20, 38, 4, 
2019/8/23, , 19, 37, 4, 
2019/8/24, , 15, 32, 2, 
2019/8/25, , 17, 30, 3, 
2019/8/26, , 20, 33, 4, 
2019/8/27, , 18, 34, 4, 
2019/8/28, , 14, 38, 5, 
2019/8/29, , 19, 41, 4, 
2019/8/30, , 22, 35, 5, 
2019/8/31, , 21, 34, 2, 
2019/9/1, , 16, 36, 5, 
2019/9/2, , 17, 39, 4, 
2019/9/3, , 21, 35, 5, 
2019/9/4, , 21, 37, 5, 
2019/9/5, , 23, 33, 4, 
2019/9/6, , 20, 34, 3, 
2019/9/7, , 22, 32, 2, 
2019/9/8, , 19, 33, 4, 
2019/9/9, , 13, 28, 3, 
2019/9/10, , 16, 30, 3, 
2019/9/11, , 12, 36, 3, 
2019/9/12, , 16, 37, 4, 
2019/9/13, , 17, 31, 4, 
2019/9/14, , 19, 36, 4, 
2019/9/15, , 22, 36, 3, 
2019/9/16, , 24, 32, 4, 
2019/9/17, , 18, 32, 3, 
2019/9/18, , 15, 28, 4, 
2019/9/19, , 19, 22, 4, 
2019/9/20, , 14, 14, 2, 
2019/9/21, , 14, 20, 2, 
2019/9/22, , 11, 18, 4, 
2019/9/25, , 15, 12, 3, 
2019/9/29, , 15, 28, 7, 
2019/4/1, , 16, 50, 3, 
2019/4/2, , 20, 47, 4, 
2019/4/3, , 18, 41, 3, 
2019/4/4, , 12, 45, 2, 
2019/4/5, , 12, 40, 2, 
2019/4/6, , 16, 40, 2, 
2019/4/7, , 16, 40, 1, 
2019/4/8, , 14, 46, 2, 
2019/4/9, , 13, 41, 3, 
2019/4/10, , 14, 39, 4, 
2019/4/11, , 12, 41, 3, 
2019/4/12, , 11, 45, 4, 
2019/4/13, , 10, 46, 4, 
2019/4/14, , 8, 31, 5, 
2019/4/15, , 9, 46, 4, 
2019/4/16, , 10, 46, 2, 
2019/4/17, , 9, 55, 2, 
2019/4/18, , 10, 40, 3, 
2019/4/19, , 11, 37, 3, 
2019/4/20, , 7, 39, 3, 
2019/4/21, , 7, 42, 1, 
2019/4/22, , 14, 62, 3, 
2019/4/23, , 19, 43, 1, 
2019/4/24, , 12, 39, , 
2019/4/25, , 17, 41, 1, 
2019/4/26, , 17, 37, 3, 
2019/4/27, , 13, 43, 2, 
2019/4/28, , 10, 46, 2, 
2019/4/29, , 8, 48, 4, 
2019/4/30, , 13, 44, 4, 
2019/5/1, , 17, 31, 5, 
2019/5/2, , 27, 49, 3, 
2019/5/3, , 19, 47, 3, 
2019/5/4, , 25, 46, 2, 
2019/5/5, , 22, 45, 2, 
2019/5/6, , 17, 40, 3, 
2019/5/7, , 11, 28, 3, 
2019/5/8, , 10, 29, 1, 
2019/5/9, , 14, 25, 2, 
2019/5/10, , 11, 22, 3, 
2019/5/11, , 9, 40, 6, 
2019/5/12, , 12, 43, 3, 
2019/5/13, , 17, 49, 3, 
2019/5/14, , 19, 48, 3, 
2019/5/15, , 21, 53, 5, 
2019/5/16, , 19, 45, 3, 
2019/5/17, , 19, 39, 2, 
2019/5/18, , 14, 40, 1, 
2019/5/19, , 10, 34, 1, 
2019/5/20, , 7, 39, 3, 
2019/5/21, , 8, 27, 2, 
2019/5/22, , 9, 37, 3, 
2019/5/23, , 11, 37, 4, 
2019/5/24, , 11, 39, 2, 
2019/5/25, , 16, 47, 2, 
2019/5/26, , 19, 47, 3, 
2019/5/27, , 16, 43, 3, 
2019/5/28, , 17, 44, 3, 
2019/5/29, , 18, 43, 2, 
2019/5/30, , 20, 44, 2, 
2019/5/31, , 19, 44, 2, 
2019/6/1, , 15, 50, 2, 
2019/6/2, , 13, 52, 1, 
2019/6/3, , 11, 46, 5, 
2019/6/4, , 11, 33, 2, 
2019/6/5, , 12, 37, 2, 
2019/6/6, , 13, 38, 2, 
2019/6/7, , 11, 41, 2, 
2019/6/8, , 10, 43, 2, 
2019/6/9, , 9, 38, 1, 
2019/6/10, , 9, 40, 1, 
2019/6/11, , 8, 40, 2, 
2019/1/1, , 13, 30, 5, 
2019/3/19, , 12, 40, 6, 
2019/3/20, , 13, 43, 4, 
2019/3/21, , 15, 45, 4, 
2019/3/22, , 19, 53, 4, 
2019/3/23, , 21, 47, 2, 
2019/3/24, , 20, 43, 2, 
2019/3/25, , 18, 45, 4, 
2019/3/26, , 23, 46, 3, 
2019/3/27, , 33, 50, 2, 
2019/3/28, , 27, 51, 3, 
2019/3/29, , 20, 52, 3, 
2019/3/30, , 22, 49, 2, 
2019/3/31, , 20, 43, 2, 
2018/10/1, , 22, 45, 4, 
2018/10/2, , 28, 44, 5, 
2018/10/3, , 22, 41, 8, 
2018/10/4, , 17, 43, 3, 
2018/10/5, , 18, 42, 2, 
2018/10/6, , 16, 40, 5, 
2018/10/7, , 16, 40, 5, 
2018/10/8, , 13, 47, 6, 
2018/10/9, , 16, 47, 4, 
2018/10/10, , 16, 37, 4, 
2018/10/11, , 14, 30, 1, 
2018/10/12, , 12, 32, 5, 
2018/10/13, , 11, 37, 3, 
2018/10/14, , 16, 36, 2, 
2018/10/15, , 25, 31, 5, 
2018/10/16, , 13, 29, 5, 
2018/10/17, , 9, 36, 4, 
2018/10/18, , 8, 28, 5, 
2018/10/19, , 6, 37, 6, 
2018/10/20, , 7, 32, 4, 
2018/10/21, , 7, 37, 5, 
2018/10/22, , 11, 33, 6, 
2018/10/23, , 26, 26, 7, 
2018/10/24, , 27, 36, 6, 
2018/11/9, , 14, 36, 5, 
2018/11/10, , 15, 38, 7, 
2018/11/11, , 15, 36, 6, 
2018/11/12, , 13, 36, 4, 
2018/11/13, , 7, 29, 10, 
2018/11/14, , 9, 28, 7, 
2018/11/15, , 13, 32, 4, 
2018/11/16, , 32, 34, 4, 
2018/11/17, , 30, 32, 5, 
2018/11/18, , 32, 33, 2, 
2018/11/19, , 28, 38, 2, 
2018/11/20, , 14, 34, 4, 
2018/11/21, , 13, 35, 2, 
2018/11/22, , 15, 35, 7, 
2018/11/23, , 15, 31, 7, 
2018/11/24, , 9, 33, 7, 
2018/11/25, , 9, 35, 5, 
2018/11/26, , 14, 36, 1, 
2018/8/5, , 25, 49, 7, 
2018/8/6, , 29, 40, 4, 
2018/8/7, , 16, 38, 3, 
2018/8/8, , 13, 36, 3, 
2018/8/9, , 10, 46, 5, 
2018/8/10, , 18, 33, 3, 
2018/8/13, , 11, 31, 4, 
2018/8/19, , 22, 47, 4, 
2018/8/20, , 17, 56, 5, 
2018/8/21, , 17, 50, 6, 
2018/8/22, , 17, 51, 7, 
2018/8/23, , 20, 46, 6, 
2018/8/24, , 20, 56, 5, 
2018/8/25, , 24, 52, 5, 
2018/8/26, , 30, 49, 6, 
2018/8/27, , 32, 38, 2, 
2018/8/28, , 16, 37, 3, 
2018/8/29, , 14, 41, 4, 
2018/8/30, , 21, 44, 7, 
2018/8/31, , 24, 42, 4, 
2018/9/1, , 35, 41, 3, 
2018/9/2, , 32, 37, 1, 
2018/9/3, , 18, 32, 2, 
2018/9/4, , 22, 40, 2, 
2018/9/5, , 21, 41, 3, 
2018/9/6, , 20, 45, 2, 
2018/9/7, , 17, 44, 3, 
2018/9/8, , 18, 41, 3, 
2018/9/9, , 16, 49, 6, 
2018/9/10, , 19, 43, 3, 
2018/9/11, , 26, 43, 3, 
2018/9/12, , 42, 40, 3, 
2018/9/13, , 27, 41, 3, 
2018/9/14, , 26, 41, 4, 
2018/9/15, , 22, 39, 3, 
2018/9/16, , 19, 40, 4, 
2018/9/17, , 26, 37, 5, 
2018/9/18, , 18, 42, 6, 
2018/9/19, , 27, 39, 5, 
2018/9/20, , 26, 39, 8, 
2018/9/21, , 19, 44, 4, 
2018/9/22, , 22, 45, 10, 
2018/9/23, , 12, 48, 11, 
2018/9/24, , 18, 43, 7, 
2018/9/25, , 26, 37, 2, 
2018/9/26, , 24, 42, 4, 
2018/9/27, , 21, 42, 5, 
2018/9/28, , 22, 41, 2, 
2018/9/29, , 20, 41, 3, 
2018/9/30, , 23, 50, 5, 
2018/4/1, , 14, 44, 2, 
2018/4/2, , 27, 37, 2, 
2018/4/3, , 22, 37, 1, 
2018/5/2, , 9, 42, 2, 
2018/5/3, , 14, 40, 2, 
2018/1/1, , 19, 32, 6, 
2018/1/19, , 17, 29, 10, 
2018/3/26, , 15, 42, 6, 
2018/3/27, , 14, 30, 5, 
2018/3/28, , 11, 43, 2, 
2018/3/29, , 14, 45, 1, 
2018/3/30, , 28, 43, 3, 
2018/3/31, , 14, 44, 2, 
2017/10/8, , 24, , 7, 
2017/12/5, , 10, 28, , 
2017/12/16, , 8, , , 
2017/12/17, , 8, , , 
2017/12/18, , 7, , , 
2017/12/19, , 9, 22, 14, 
2017/12/21, , 12, 25, 13, 
2017/12/22, , 17, 33, 11, 
2017/12/26, , 10, 34, 3, 
2017/9/9, , 16, 29, 6, 
2017/5/6, , 11, 29, , 
2017/5/7, , 13, 34, , 
2017/5/8, , 16, 25, , 
2017/5/9, , 10, 25, , 
2017/5/10, , 13, 28, , 
2017/5/11, , 18, 25, , 
2016/7/1, , 14, 31, 6, 4
2016/7/2, , 23, 34, 4, 
2016/7/3, , 23, 34, 3, 
2016/7/4, , 48, 32, 2, 1
2016/7/5, , 34, 26, 1, 2
2016/7/6, , 24, 24, 2, 3
2016/7/7, , 15, 32, 1, 2
2016/7/8, , 25, 42, 6, 8
2016/7/9, , 21, 36, 7, 4
2016/7/10, , 31, 36, 6, 7
2016/7/11, , 11, 28, 5, 3
2016/7/12, , 16, 32, 5, 2
2016/7/13, , 15, 38, 6, 8
2016/7/14, , 26, 31, 4, 3
2016/7/15, , 24, 33, 6, 
2016/7/16, , 24, 35, 3, 
2016/7/17, , 22, 36, 3, 1
2016/7/18, , 24, 35, 3, 2
2016/7/19, , 28, 36, 4, 14
2016/7/20, , 40, 32, 5, 
2016/7/21, , 19, 29, 8, 1
2016/7/22, , 14, 26, 4, 14
2016/7/23, , 15, 34, 5, 3
2016/7/24, , 26, 38, 4, 1
2016/7/25, , 19, 39, 7, 1
2016/7/26, , 23, 36, 9, 2
2016/7/27, , 21, 32, 8, 1
2016/7/28, , 34, 30, 5, 1
2016/7/29, , 29, 31, 5, 4
2016/7/30, , 19, 28, 2, 5
2016/7/31, , 19, 28, 5, 7
2016/8/1, , 13, 26, 7, 5
2016/8/2, , 22, 32, 6, 
2016/8/3, , 30, 32, 6, 4
2016/8/4, , 19, 22, 6, 5
2016/8/5, , 11, 31, 6, 3
2016/8/6, , 30, 29, 6, 2
2016/8/7, , 32, 32, 4, 6
2016/8/8, , 24, 37, 4, 
2016/8/9, , 19, 38, 7, 
2016/8/10, , 29, 35, 6, 1
2016/8/11, , 24, 34, 4, 5
2016/8/12, , 22, 30, 3, 2
2016/8/13, , 24, , , 14
2016/8/14, , 20, , , 
2016/8/15, , 33, , , 
2016/8/16, , 36, 34, 7, 2
2016/8/17, , 20, 20, 5, 11
2016/8/18, , 12, 26, 8, 11
2016/8/19, , 10, 15, , 8
2016/8/20, , 11, 29, , 7
2016/8/21, , 19, 30, , 6
2016/8/22, , 25, 31, , 4
2016/8/23, , 25, 37, , 4
2016/8/24, , 21, 34, , 3
2016/8/25, , 22, 36, , 3
2016/8/26, , 22, 38, , 9
2016/8/27, , 41, 31, , 12
2016/8/28, , 32, 31, , 9
2016/8/29, , 15, 31, , 9
2016/8/30, , 20, 29, , 5
2016/8/31, , 21, 31, , 6
2016/9/1, , 26, 32, , 10
2016/9/2, , 23, 32, , 13
2016/5/15, , 13, 36, 5, 
2016/5/16, , 13, 38, 5, 
2016/5/18, , 14, 31, 7, 1
2016/5/19, , 12, 40, 8, 
2016/5/20, , 22, 37, 6, 
2016/5/21, , 12, 27, 3, 
2016/5/22, , 13, 34, 6, 
2016/5/23, , 14, 29, 5, 1
2016/5/24, , 26, 30, 3, 
2016/5/25, , 16, 32, 2, 
2016/5/26, , 19, 28, 4, 
2016/5/27, , 21, 31, 1, 
2016/5/28, , 20, 31, 3, 
2016/5/29, , 22, 31, 4, 
2016/5/30, , 13, 30, 5, 
2016/5/31, , 13, 42, 8, 2
2016/6/1, , 17, 41, 5, 
2016/6/2, , 16, 35, 4, 
2016/6/4, , 10, 22, 3, 
2016/6/5, , 9, 24, 4, 
2016/6/6, , 10, 36, 5, 1
2016/6/7, , 22, 36, 10, 
2016/6/8, , 22, 28, 8, 
2016/6/9, , 13, 28, 4, 
2016/6/10, , 11, 30, 4, 1
2016/6/11, , 11, 27, 3, 1
2016/6/12, , 11, 17, 4, 
2016/6/13, , 12, 22, 3, 1
2016/6/14, , 10, 24, 3, 2
2016/6/15, , 16, 22, 3, 
2016/6/16, , 11, 27, 4, 
2016/6/17, , 15, 31, 3, 
2016/6/18, , 14, 41, 4, 2
2016/6/19, , 14, 43, 6, 3
2016/6/20, , 18, 39, 5, 
2016/6/21, , 25, 37, 5, 1
2016/6/22, , 41, 29, 5, 
2016/6/23, , 24, 27, 10, 1
2016/6/24, , 16, 28, 5, 
2016/6/25, , 21, 29, 4, 
2016/6/26, , 33, 31, 4, 2
2016/6/27, , 28, 37, 5, 11
2016/6/28, , 38, 30, 6, 11
2016/6/29, , 16, 29, 6, 1
2016/6/30, , 15, 24, 5, 10
2016/2/5, , 19, 23, 6, 
2016/2/6, , 29, 31, , 
2016/2/7, , 15, 29, , 
2016/2/8, , 22, 29, , 
2016/2/9, , 17, 27, 2, 
2016/2/10, , 16, 27, 1, 
2016/2/11, , 10, 23, 3, 
2016/2/12, , 12, 26, 1, 
2016/2/13, , 21, 21, 1, 30
2016/2/14, , 21, 30, 2, 38
2016/2/15, , 18, 28, 2, 30
2016/2/16, , 17, 26, 6, 46
2016/2/17, , 19, 33, 4, 
2016/2/18, , 8, 27, 5, 6
2015/10/14, , 20, 25, 4, 
2015/10/15, , 17, 26, 6, 
2015/10/16, , 35, 29, 2, 
2015/10/17, , 37, 28, 4, 
2015/10/18, , 13, 30, 2, 
2015/10/19, , 27, 28, 2, 1
2015/10/20, , 25, 29, 5, 
2015/10/21, , 15, 29, 8, 2
2015/10/22, , 18, 22, 14, 
2015/10/23, , 26, 26, 11, 
2015/10/24, , 26, 30, 4, 
2015/10/26, , 20, 29, 1, 
2015/10/27, , 13, 31, 4, 
2015/10/28, , 11, 31, 4, 
2015/10/29, , 18, 29, 6, 
2016/1/2, , 17, 27, 3, 
2015/7/17, , 15, 16, 3, 
2015/7/27, , 20, 38, 5, 
2015/4/5, , 28, 21, 4, 
2015/1/1, , 20, 28, 10, 1
2015/1/18, , 8, 22, 3, 1
2014/10/1, , 25, 24, 4, 
2014/10/2, , 36, 23, 4, 
2014/10/3, , 21, 27, 5, 
2014/10/4, , 9, 25, 2, 
